ec5_uuid,created_at,uploaded_at,created_by,title,lat_1_Location,long_1_Location,accuracy_1_Location,UTM_Northing_1_Location,UTM_Easting_1_Location,UTM_Zone_1_Location,2_Tree_Number,3_PlantType,4_Tree_Species,5_Height,6_GBH,7_Bark_Photo,8_Leaf_Photo,9_Height_Photo,10_Health_of_the_tre,11_habitat_yesno,12_environmental_str
83a895a1-d886-4fc7-9702-5502d9b02b32,2026-07-11T09:12:35.000Z,2026-07-11T09:50:40.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012542,73.820432,9,2213303,376614,43Q,151,"Tree ","Palm tree",2,19,83a895a1-d886-4fc7-9702-5502d9b02b32_1783761130.jpg,83a895a1-d886-4fc7-9702-5502d9b02b32_1783761139.jpg,83a895a1-d886-4fc7-9702-5502d9b02b32_1783761147.jpg,"Healthy ",Yes,"cutting "
2aa1037a-126a-49d0-b141-ce8b44999924,2026-07-11T09:42:04.000Z,2026-07-11T09:50:32.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012649,73.820442,5,2213315,376615,43Q,152,"Tree ","Palm tree",6,120,2aa1037a-126a-49d0-b141-ce8b44999924_1783762889.jpg,2aa1037a-126a-49d0-b141-ce8b44999924_1783762900.jpg,2aa1037a-126a-49d0-b141-ce8b44999924_1783762915.jpg,"Healthy ",Yes,"cutting "
7f5de11f-77a0-4f48-a6b5-738788ceb529,2026-07-11T09:44:16.000Z,2026-07-11T09:50:24.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012679,73.82051,7,2213319,376622,43Q,153,"Tree ","Palm tree",3,30,7f5de11f-77a0-4f48-a6b5-738788ceb529_1783763014.jpg,7f5de11f-77a0-4f48-a6b5-738788ceb529_1783763040.jpg,7f5de11f-77a0-4f48-a6b5-738788ceb529_1783763048.jpg,"Healthy ",Yes,"cutting "
e077b73b-070b-4021-9fcd-598279f7889d,2026-07-11T09:47:27.000Z,2026-07-11T09:50:16.000Z,pawarprashik78@gmail.com,"PlamTree Healthy",20.01262,73.820519,7,2213312,376623,43Q,341,"Tree ",PlamTree,18,260,e077b73b-070b-4021-9fcd-598279f7889d_1783763210.jpg,e077b73b-070b-4021-9fcd-598279f7889d_1783763219.jpg,e077b73b-070b-4021-9fcd-598279f7889d_1783763230.jpg,"Healthy ",Yes,"cutting "
998d906f-aa7d-4422-b7ce-49dfd1338458,2026-07-11T09:49:54.000Z,2026-07-11T09:50:08.000Z,pawarprashik78@gmail.com,"Palm tree Healthy",20.012629,73.820482,5,2213313,376619,43Q,342,"Tree ","Palm tree",20,190,998d906f-aa7d-4422-b7ce-49dfd1338458_1783763322.jpg,998d906f-aa7d-4422-b7ce-49dfd1338458_1783763341.jpg,998d906f-aa7d-4422-b7ce-49dfd1338458_1783763372.jpg,"Healthy ",Yes,"cutting "
a3771450-2d0c-42df-ae15-ac62a8c877a5,2026-07-10T09:03:20.000Z,2026-07-11T09:29:29.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.013335,73.822277,4,2213390,376807,43Q,101,"Tree ",Coconut,5,82,a3771450-2d0c-42df-ae15-ac62a8c877a5_1783674162.jpg,a3771450-2d0c-42df-ae15-ac62a8c877a5_1783674172.jpg,a3771450-2d0c-42df-ae15-ac62a8c877a5_1783674182.jpg,"Healthy ",No,"cutting "
c36cc89f-001f-406f-a029-9d59b67de063,2026-07-10T09:07:01.000Z,2026-07-11T09:29:21.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.013525,73.822251,5,2213411,376805,43Q,102,"Tree ",Coconut,8,88,c36cc89f-001f-406f-a029-9d59b67de063_1783674302.jpg,c36cc89f-001f-406f-a029-9d59b67de063_1783674381.jpg,c36cc89f-001f-406f-a029-9d59b67de063_1783674401.jpg,"Healthy ",No,"cutting "
c5d0ae11-ba67-4a05-9f60-c854c693f7cf,2026-07-10T09:09:23.000Z,2026-07-11T09:29:14.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.013703,73.822222,5,2213431,376802,43Q,103,"Tree ",Coconut,7,91,c5d0ae11-ba67-4a05-9f60-c854c693f7cf_1783674479.jpg,c5d0ae11-ba67-4a05-9f60-c854c693f7cf_1783674522.jpg,c5d0ae11-ba67-4a05-9f60-c854c693f7cf_1783674547.jpg,"Healthy ",No,construction
d8100adc-8c47-40cd-ba66-f30ad89aa508,2026-07-10T09:15:33.000Z,2026-07-11T09:29:06.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.013963,73.822187,4,2213459,376798,43Q,104,"Tree ",Coconut,6,95,d8100adc-8c47-40cd-ba66-f30ad89aa508_1783674838.jpg,d8100adc-8c47-40cd-ba66-f30ad89aa508_1783674857.jpg,d8100adc-8c47-40cd-ba66-f30ad89aa508_1783674896.jpg,"Healthy ",No,construction
1517dfbb-88f3-45ea-8b59-bed612421cef,2026-07-10T09:19:40.000Z,2026-07-11T09:28:59.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.013977,73.822162,14,2213461,376796,43Q,105,"Tree ",Coconut,5,126,1517dfbb-88f3-45ea-8b59-bed612421cef_1783675125.jpg,1517dfbb-88f3-45ea-8b59-bed612421cef_1783675142.jpg,1517dfbb-88f3-45ea-8b59-bed612421cef_1783675163.jpg,"Healthy ",No,"cutting "
49e87566-1151-4869-b57e-7726e53a73f7,2026-07-10T09:22:18.000Z,2026-07-11T09:28:51.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.014085,73.822021,4,2213473,376781,43Q,106,"Tree ",Coconut,6,176,49e87566-1151-4869-b57e-7726e53a73f7_1783675254.jpg,49e87566-1151-4869-b57e-7726e53a73f7_1783675289.jpg,49e87566-1151-4869-b57e-7726e53a73f7_1783675324.jpg,"Healthy ",No,"cutting "
7ea1e817-a6e9-41e7-a167-b3ac8c45d28b,2026-07-10T09:26:00.000Z,2026-07-11T09:28:43.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.014057,73.821962,3,2213470,376775,43Q,107,"Tree ",Coconut,5,132,7ea1e817-a6e9-41e7-a167-b3ac8c45d28b_1783675416.jpg,7ea1e817-a6e9-41e7-a167-b3ac8c45d28b_1783675506.jpg,7ea1e817-a6e9-41e7-a167-b3ac8c45d28b_1783675532.jpg,"Healthy ",No,"cutting "
ba8b8195-3310-41c0-b254-06e387913c38,2026-07-10T09:27:44.000Z,2026-07-11T09:28:35.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.014021,73.822037,5,2213466,376783,43Q,108,"Tree ",Coconut,7,118,ba8b8195-3310-41c0-b254-06e387913c38_1783675615.jpg,ba8b8195-3310-41c0-b254-06e387913c38_1783675629.jpg,ba8b8195-3310-41c0-b254-06e387913c38_1783675647.jpg,"Healthy ",No,"soil removal "
54b641c7-9119-471c-9a7f-e43b7b347089,2026-07-10T09:29:08.000Z,2026-07-11T09:28:28.000Z,saurabhgosavi200@gmail.com,"109 Healthy",20.014011,73.822019,4,2213465,376781,43Q,109,"Tree ",109,6,160,54b641c7-9119-471c-9a7f-e43b7b347089_1783675712.jpg,54b641c7-9119-471c-9a7f-e43b7b347089_1783675723.jpg,54b641c7-9119-471c-9a7f-e43b7b347089_1783675738.jpg,"Healthy ",No,construction
2a4b9404-1633-4d57-8d74-df9bacf279ab,2026-07-10T09:30:21.000Z,2026-07-11T09:28:20.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.014021,73.822053,7,2213466,376784,43Q,110,"Tree ",Coconut,6,90,2a4b9404-1633-4d57-8d74-df9bacf279ab_1783675783.jpg,2a4b9404-1633-4d57-8d74-df9bacf279ab_1783675792.jpg,2a4b9404-1633-4d57-8d74-df9bacf279ab_1783675807.jpg,"Healthy ",No,construction
419827ec-71e7-4bb1-aabd-b2096b88a052,2026-07-11T09:08:48.000Z,2026-07-11T09:28:12.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012631,73.820652,5,2213313,376637,43Q,401,"Tree ",Coconut,3,20,419827ec-71e7-4bb1-aabd-b2096b88a052_1783760870.jpg,419827ec-71e7-4bb1-aabd-b2096b88a052_1783760886.jpg,419827ec-71e7-4bb1-aabd-b2096b88a052_1783760901.jpg,"Healthy ",No,"cutting "
be8ba020-1eea-48ae-b588-6b28a671aa6f,2026-07-11T09:10:22.000Z,2026-07-11T09:28:02.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012581,73.820606,4,2213308,376632,43Q,402,"Tree ",Coconut,5,99,be8ba020-1eea-48ae-b588-6b28a671aa6f_1783760983.jpg,be8ba020-1eea-48ae-b588-6b28a671aa6f_1783760996.jpg,be8ba020-1eea-48ae-b588-6b28a671aa6f_1783761010.jpg,"Healthy ",No,"fire "
36ec4593-ab9a-4167-bc93-35c78775ffdc,2026-07-11T09:11:59.000Z,2026-07-11T09:27:54.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012564,73.820454,5,2213306,376616,43Q,403,"Tree ",Coconut,6,120,36ec4593-ab9a-4167-bc93-35c78775ffdc_1783761082.jpg,36ec4593-ab9a-4167-bc93-35c78775ffdc_1783761094.jpg,36ec4593-ab9a-4167-bc93-35c78775ffdc_1783761108.jpg,"Healthy ",No,"cutting "
f1a4cad2-633f-469d-b622-05cbe23f9d32,2026-07-11T09:13:22.000Z,2026-07-11T09:27:47.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012569,73.820383,5,2213306,376608,43Q,404,"Tree ",Coconut,6,110,f1a4cad2-633f-469d-b622-05cbe23f9d32_1783761167.jpg,f1a4cad2-633f-469d-b622-05cbe23f9d32_1783761179.jpg,f1a4cad2-633f-469d-b622-05cbe23f9d32_1783761191.jpg,"Healthy ",No,"cutting "
5f6d7d0e-aa09-4622-961b-d5f396cb853b,2026-07-11T09:16:08.000Z,2026-07-11T09:27:39.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.01258,73.820335,5,2213308,376603,43Q,405,"Tree ",Coconut,6,115,5f6d7d0e-aa09-4622-961b-d5f396cb853b_1783761327.jpg,5f6d7d0e-aa09-4622-961b-d5f396cb853b_1783761340.jpg,5f6d7d0e-aa09-4622-961b-d5f396cb853b_1783761354.jpg,"Healthy ",No,"cutting "
914bfa5d-2b2a-4f25-b629-e077a4678045,2026-07-11T09:17:11.000Z,2026-07-11T09:27:31.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012563,73.820301,4,2213306,376600,43Q,406,"Tree ",Coconut,3,29,914bfa5d-2b2a-4f25-b629-e077a4678045_1783761404.jpg,914bfa5d-2b2a-4f25-b629-e077a4678045_1783761412.jpg,914bfa5d-2b2a-4f25-b629-e077a4678045_1783761423.jpg,"Healthy ",No,"cutting "
1f96b95a-8889-491b-b9f7-832d9a0bba04,2026-07-11T09:18:59.000Z,2026-07-11T09:27:23.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012556,73.820299,4,2213305,376600,43Q,407,"Tree ",Coconut,3,76,1f96b95a-8889-491b-b9f7-832d9a0bba04_1783761511.jpg,1f96b95a-8889-491b-b9f7-832d9a0bba04_1783761520.jpg,1f96b95a-8889-491b-b9f7-832d9a0bba04_1783761530.jpg,"Healthy ",No,"cutting "
2ff61396-6912-4b3e-a6a9-34de5b164ab1,2026-07-11T09:20:38.000Z,2026-07-11T09:27:15.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012521,73.820191,5,2213301,376588,43Q,408,"Tree ",Coconut,4,92,2ff61396-6912-4b3e-a6a9-34de5b164ab1_1783761607.jpg,2ff61396-6912-4b3e-a6a9-34de5b164ab1_1783761617.jpg,2ff61396-6912-4b3e-a6a9-34de5b164ab1_1783761627.jpg,"Healthy ",No,"cutting "
c0921f81-e72f-47a8-87a4-553dee9b9825,2026-07-11T09:22:16.000Z,2026-07-11T09:27:08.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012513,73.82018,5,2213300,376587,43Q,409,"Tree ",Coconut,3,80,c0921f81-e72f-47a8-87a4-553dee9b9825_1783761693.jpg,c0921f81-e72f-47a8-87a4-553dee9b9825_1783761718.jpg,c0921f81-e72f-47a8-87a4-553dee9b9825_1783761725.jpg,"Healthy ",No,"cutting "
cef45c4a-cd15-442c-83fe-c2a276e01ffb,2026-07-11T09:24:24.000Z,2026-07-11T09:27:00.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012497,73.820182,5,2213299,376587,43Q,411,"Tree ",Coconut,6,97,cef45c4a-cd15-442c-83fe-c2a276e01ffb_1783761832.jpg,cef45c4a-cd15-442c-83fe-c2a276e01ffb_1783761843.jpg,cef45c4a-cd15-442c-83fe-c2a276e01ffb_1783761855.jpg,"Healthy ",No,"cutting "
1e2d9911-3b69-4f98-a988-338d42b3d0e7,2026-07-11T09:26:14.000Z,2026-07-11T09:26:53.000Z,saurabhgosavi200@gmail.com,"Coconut Healthy",20.012571,73.820047,3,2213307,376573,43Q,412,"Tree ",Coconut,6,98,1e2d9911-3b69-4f98-a988-338d42b3d0e7_1783761930.jpg,1e2d9911-3b69-4f98-a988-338d42b3d0e7_1783761941.jpg,1e2d9911-3b69-4f98-a988-338d42b3d0e7_1783761963.jpg,"Healthy ",No,"cutting "
f59d7c95-7b25-4795-a7b0-0f5bd8079528,2026-07-10T08:46:20.000Z,2026-07-10T17:10:23.000Z,kishorsurwade20@gmail.com,"Coconut Healthy",20.013074,73.822317,4,2213361,376811,43Q,81,"Tree ",Coconut,5,85,f59d7c95-7b25-4795-a7b0-0f5bd8079528_1783673128.jpg,f59d7c95-7b25-4795-a7b0-0f5bd8079528_1783673140.jpg,f59d7c95-7b25-4795-a7b0-0f5bd8079528_1783673149.jpg,"Healthy ",Yes,"cutting "
4e7d8305-3689-44ab-a8cb-02ea3e549be1,2026-07-10T08:48:11.000Z,2026-07-10T17:10:15.000Z,kishorsurwade20@gmail.com,"Coconut Healthy",20.013154,73.822306,4,2213370,376810,43Q,83,"Tree ",Coconut,7,90,4e7d8305-3689-44ab-a8cb-02ea3e549be1_1783673261.jpg,4e7d8305-3689-44ab-a8cb-02ea3e549be1_1783673272.jpg,4e7d8305-3689-44ab-a8cb-02ea3e549be1_1783673281.jpg,"Healthy ",Yes,"cutting "
cd0a7fce-168a-4d42-9e16-fcc4f098e942,2026-07-10T08:50:06.000Z,2026-07-10T17:10:08.000Z,kishorsurwade20@gmail.com,"Coconut Healthy",20.013197,73.822301,4,2213375,376810,43Q,85,"Tree ",Coconut,6,90,cd0a7fce-168a-4d42-9e16-fcc4f098e942_1783673372.jpg,cd0a7fce-168a-4d42-9e16-fcc4f098e942_1783673387.jpg,cd0a7fce-168a-4d42-9e16-fcc4f098e942_1783673396.jpg,"Healthy ",Yes,"cutting "
0492e0bd-18c3-431d-ac8f-5135e2e678ef,2026-07-10T08:51:20.000Z,2026-07-10T17:09:50.000Z,kishorsurwade20@gmail.com,"Coconut Healthy",20.013246,73.822298,4,2213380,376809,43Q,87,"Tree ",Coconut,4,80,0492e0bd-18c3-431d-ac8f-5135e2e678ef_1783673456.jpg,0492e0bd-18c3-431d-ac8f-5135e2e678ef_1783673464.jpg,0492e0bd-18c3-431d-ac8f-5135e2e678ef_1783673470.jpg,"Healthy ",Yes,"cutting "
f53e62ed-62de-4a53-896f-0a95bc877a25,2026-07-10T08:58:22.000Z,2026-07-10T17:09:41.000Z,kishorsurwade20@gmail.com,"Coconut Healthy",20.013292,73.822304,4,2213385,376810,43Q,88,"Tree ",Coconut,5,83,f53e62ed-62de-4a53-896f-0a95bc877a25_1783673855.jpg,f53e62ed-62de-4a53-896f-0a95bc877a25_1783673862.jpg,f53e62ed-62de-4a53-896f-0a95bc877a25_1783673886.jpg,"Healthy ",No,"cutting "
2e73fcc8-e36a-4fb7-8732-0750e9333c57,2026-07-10T09:03:18.000Z,2026-07-10T17:09:33.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013388,73.822292,4,2213396,376809,43Q,89,"Tree ","Rain tree",9,210,2e73fcc8-e36a-4fb7-8732-0750e9333c57_1783674134.jpg,2e73fcc8-e36a-4fb7-8732-0750e9333c57_1783674170.jpg,2e73fcc8-e36a-4fb7-8732-0750e9333c57_1783674176.jpg,"Healthy ",Yes,"cutting "
d510ddf8-4462-4583-8201-2ab86b3e4d36,2026-07-10T09:05:58.000Z,2026-07-10T17:09:26.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013496,73.822252,4,2213408,376805,43Q,90,"Tree ","Rain tree",13,180,d510ddf8-4462-4583-8201-2ab86b3e4d36_1783674320.jpg,d510ddf8-4462-4583-8201-2ab86b3e4d36_1783674340.jpg,d510ddf8-4462-4583-8201-2ab86b3e4d36_1783674348.jpg,"Healthy ",Yes,"cutting "
87f9c9cb-eac1-44d2-967b-ea9c2ff7f5ed,2026-07-10T09:07:22.000Z,2026-07-10T17:09:18.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013523,73.822278,4,2213411,376807,43Q,91,"Tree ","Rain tree",13,165,87f9c9cb-eac1-44d2-967b-ea9c2ff7f5ed_1783674408.jpg,87f9c9cb-eac1-44d2-967b-ea9c2ff7f5ed_1783674424.jpg,87f9c9cb-eac1-44d2-967b-ea9c2ff7f5ed_1783674432.jpg,"Healthy ",Yes,"cutting "
b8219ee9-2c1e-47f5-a506-2995ed6b58e3,2026-07-10T09:09:51.000Z,2026-07-10T17:09:10.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013594,73.822276,4,2213418,376807,43Q,92,"Tree ","Rain tree",13,165,b8219ee9-2c1e-47f5-a506-2995ed6b58e3_1783674546.jpg,b8219ee9-2c1e-47f5-a506-2995ed6b58e3_1783674570.jpg,b8219ee9-2c1e-47f5-a506-2995ed6b58e3_1783674581.jpg,"Healthy ",Yes,"cutting "
941c6853-2523-4d75-a507-1867787d4d49,2026-07-10T09:12:47.000Z,2026-07-10T17:09:02.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013658,73.822249,4,2213426,376805,43Q,93,"Tree ","Rain tree",13,160,941c6853-2523-4d75-a507-1867787d4d49_1783674721.jpg,941c6853-2523-4d75-a507-1867787d4d49_1783674749.jpg,941c6853-2523-4d75-a507-1867787d4d49_1783674757.jpg,"Healthy ",Yes,"cutting "
89c39ac0-e384-416b-ba07-88e8aed4a482,2026-07-10T09:14:32.000Z,2026-07-10T17:08:54.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013823,73.82223,5,2213444,376803,43Q,95,"Tree ","Rain tree",14,167,89c39ac0-e384-416b-ba07-88e8aed4a482_1783674839.jpg,89c39ac0-e384-416b-ba07-88e8aed4a482_1783674853.jpg,89c39ac0-e384-416b-ba07-88e8aed4a482_1783674860.jpg,"Healthy ",Yes,"cutting "
9c004d89-eb85-43e4-9571-0783c574fec1,2026-07-10T09:21:09.000Z,2026-07-10T17:08:45.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013893,73.822201,5,2213452,376800,43Q,95,"Tree ","Rain tree",15,170,9c004d89-eb85-43e4-9571-0783c574fec1_1783675224.jpg,9c004d89-eb85-43e4-9571-0783c574fec1_1783675251.jpg,9c004d89-eb85-43e4-9571-0783c574fec1_1783675260.jpg,"Healthy ",Yes,"cutting "
5f773fa4-e7bc-4cab-bf6b-d71e7045579e,2026-07-10T09:23:13.000Z,2026-07-10T17:08:37.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013926,73.822207,4,2213455,376800,43Q,97,"Tree ","Rain tree",7,200,5f773fa4-e7bc-4cab-bf6b-d71e7045579e_1783675362.jpg,5f773fa4-e7bc-4cab-bf6b-d71e7045579e_1783675377.jpg,5f773fa4-e7bc-4cab-bf6b-d71e7045579e_1783675384.jpg,"Healthy ",Yes,"cutting "
6efc3505-b5c8-4f2e-a32b-1d2727a29caa,2026-07-10T09:24:36.000Z,2026-07-10T17:08:29.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013979,73.822203,4,2213461,376800,43Q,98,"Tree ","Rain tree",15,240,6efc3505-b5c8-4f2e-a32b-1d2727a29caa_1783675449.jpg,6efc3505-b5c8-4f2e-a32b-1d2727a29caa_1783675458.jpg,6efc3505-b5c8-4f2e-a32b-1d2727a29caa_1783675467.jpg,"Healthy ",Yes,"cutting "
3d70ebc1-a7f0-426e-86cf-5d218c315355,2026-07-10T09:26:26.000Z,2026-07-10T17:08:21.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.014053,73.822175,4,2213469,376797,43Q,98,"Tree ","Rain tree",12,270,3d70ebc1-a7f0-426e-86cf-5d218c315355_1783675556.jpg,3d70ebc1-a7f0-426e-86cf-5d218c315355_1783675563.jpg,3d70ebc1-a7f0-426e-86cf-5d218c315355_1783675577.jpg,"Healthy ",Yes,"cutting "
a288da9d-981b-4946-a95a-9ee71c0ef325,2026-07-10T09:29:31.000Z,2026-07-10T17:08:13.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013996,73.822093,4,2213463,376788,43Q,99,"Tree ","Rain tree",12,165,a288da9d-981b-4946-a95a-9ee71c0ef325_1783675739.jpg,a288da9d-981b-4946-a95a-9ee71c0ef325_1783675752.jpg,a288da9d-981b-4946-a95a-9ee71c0ef325_1783675762.jpg,"Healthy ",Yes,"cutting "
57d61a54-fd4b-426f-8fa9-13e988354fb0,2026-07-10T09:32:25.000Z,2026-07-10T17:08:05.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013983,73.821991,3,2213462,376778,43Q,100,"Tree ","Rain tree",13,80,57d61a54-fd4b-426f-8fa9-13e988354fb0_1783675914.jpg,57d61a54-fd4b-426f-8fa9-13e988354fb0_1783675922.jpg,57d61a54-fd4b-426f-8fa9-13e988354fb0_1783675933.jpg,"Healthy ",No,"cutting "
c5d478f3-9e5a-4af6-bc8f-ff08e02ec5ec,2026-07-10T09:35:59.000Z,2026-07-10T17:07:57.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013946,73.821933,4,2213458,376772,43Q,101,"Tree ","Rain tree",14,150,c5d478f3-9e5a-4af6-bc8f-ff08e02ec5ec_1783676067.jpg,c5d478f3-9e5a-4af6-bc8f-ff08e02ec5ec_1783676120.jpg,c5d478f3-9e5a-4af6-bc8f-ff08e02ec5ec_1783676127.jpg,"Healthy ",No,"cutting "
7d26afba-fda2-4563-8af7-1410e8575789,2026-07-10T09:39:14.000Z,2026-07-10T17:07:48.000Z,kishorsurwade20@gmail.com,"Raintree Healthy",20.013946,73.821834,3,2213458,376761,43Q,103,"Tree ",Raintree,10,130,7d26afba-fda2-4563-8af7-1410e8575789_1783676318.jpg,7d26afba-fda2-4563-8af7-1410e8575789_1783676338.jpg,7d26afba-fda2-4563-8af7-1410e8575789_1783676344.jpg,"Healthy ",No,"cutting "
a41bb4d0-dcf1-48b6-b582-aeb6a7269ece,2026-07-10T09:42:17.000Z,2026-07-10T17:07:40.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013877,73.821757,4,2213450,376753,43Q,104,"Tree ","Rain tree",10,230,a41bb4d0-dcf1-48b6-b582-aeb6a7269ece_1783676496.jpg,a41bb4d0-dcf1-48b6-b582-aeb6a7269ece_1783676512.jpg,a41bb4d0-dcf1-48b6-b582-aeb6a7269ece_1783676522.jpg,"Healthy ",Yes,"cutting "
0823945b-fc55-4745-adea-f17aa0cc96c7,2026-07-10T10:20:01.000Z,2026-07-10T17:07:32.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013832,73.821573,3,2213445,376734,43Q,105,"Tree ","Rain tree",10,160,0823945b-fc55-4745-adea-f17aa0cc96c7_1783678761.jpg,0823945b-fc55-4745-adea-f17aa0cc96c7_1783678780.jpg,0823945b-fc55-4745-adea-f17aa0cc96c7_1783678789.jpg,"Healthy ",Yes,"cutting "
bfc3a729-3356-419e-8a9e-14a56702551b,2026-07-10T10:21:27.000Z,2026-07-10T17:07:24.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013821,73.821506,4,2213444,376727,43Q,106,"Tree ","Rain tree",12,170,bfc3a729-3356-419e-8a9e-14a56702551b_1783678856.jpg,bfc3a729-3356-419e-8a9e-14a56702551b_1783678868.jpg,bfc3a729-3356-419e-8a9e-14a56702551b_1783678879.jpg,"Healthy ",Yes,"cutting "
0847fcbf-be78-4253-be1f-acefacd3b05b,2026-07-10T10:22:54.000Z,2026-07-10T17:07:16.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.01379,73.82146,5,2213441,376722,43Q,107,"Tree ","Rain tree",12,187,0847fcbf-be78-4253-be1f-acefacd3b05b_1783678950.jpg,0847fcbf-be78-4253-be1f-acefacd3b05b_1783678956.jpg,0847fcbf-be78-4253-be1f-acefacd3b05b_1783678964.jpg,"Healthy ",Yes,"cutting "
96dee6dd-ab7f-46ee-9787-194729e23ac3,2026-07-10T10:24:45.000Z,2026-07-10T17:07:09.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013766,73.821404,3,2213438,376716,43Q,108,"Tree ","Rain tree",9,130,96dee6dd-ab7f-46ee-9787-194729e23ac3_1783679062.jpg,96dee6dd-ab7f-46ee-9787-194729e23ac3_1783679067.jpg,96dee6dd-ab7f-46ee-9787-194729e23ac3_1783679073.jpg,"Healthy ",Yes,"cutting "
6cbd5e9e-cf31-4450-95ae-fc90639eb754,2026-07-10T10:26:31.000Z,2026-07-10T17:07:01.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013732,73.821361,4,2213434,376712,43Q,109,"Tree ","Rain tree",15,270,6cbd5e9e-cf31-4450-95ae-fc90639eb754_1783679138.jpg,6cbd5e9e-cf31-4450-95ae-fc90639eb754_1783679175.jpg,6cbd5e9e-cf31-4450-95ae-fc90639eb754_1783679183.jpg,"Healthy ",Yes,"cutting "
93b298d1-5767-4f2a-86c4-08b0d63e64f8,2026-07-10T10:28:47.000Z,2026-07-10T17:06:49.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013719,73.821309,4,2213433,376706,43Q,110,"Tree ","Rain tree",14,126,93b298d1-5767-4f2a-86c4-08b0d63e64f8_1783679289.jpg,93b298d1-5767-4f2a-86c4-08b0d63e64f8_1783679300.jpg,93b298d1-5767-4f2a-86c4-08b0d63e64f8_1783679313.jpg,"Healthy ",Yes,"cutting "
1f748396-4bf1-4609-95db-9e2421577d81,2026-07-10T10:30:56.000Z,2026-07-10T17:06:40.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013686,73.821238,3,2213429,376699,43Q,111,"Tree ","Rain tree",13,200,1f748396-4bf1-4609-95db-9e2421577d81_1783679427.jpg,1f748396-4bf1-4609-95db-9e2421577d81_1783679438.jpg,1f748396-4bf1-4609-95db-9e2421577d81_1783679445.jpg,"Healthy ",Yes,"cutting "
c27a98a5-7fb4-429d-82ca-8bb97f568c76,2026-07-10T10:32:58.000Z,2026-07-10T16:45:55.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.01368,73.82122,4,2213429,376697,43Q,112,"Tree ","Rain tree",13,320,c27a98a5-7fb4-429d-82ca-8bb97f568c76_1783679528.jpg,c27a98a5-7fb4-429d-82ca-8bb97f568c76_1783679559.jpg,c27a98a5-7fb4-429d-82ca-8bb97f568c76_1783679568.jpg,"Healthy ",Yes,"cutting "
e8d3f4e4-2512-4f44-ab5f-5ebe3655554f,2026-07-10T10:35:01.000Z,2026-07-10T16:45:46.000Z,kishorsurwade20@gmail.com,"Rain tree Healthy",20.013653,73.821122,4,2213426,376687,43Q,114,"Tree ","Rain tree",15,226,e8d3f4e4-2512-4f44-ab5f-5ebe3655554f_1783679653.jpg,e8d3f4e4-2512-4f44-ab5f-5ebe3655554f_1783679685.jpg,e8d3f4e4-2512-4f44-ab5f-5ebe3655554f_1783679692.jpg,"Healthy ",Yes,"cutting "
